age_id,nome,descricao,tipo
EBP,ALAGOA 3,POLIFERTIL ENERGIA EIRELI,Geracao
2AS,ASSU SOL 2,CENTRAL FOTOVOLTAICA ASSU SOL 2 LTDA.,Geracao
3AS,ASSU SOL 3,CENTRAL FOTOVOLTAICA ASSU SOL 3 LTDA.,Geracao
4AS,ASSU SOL 4,CENTRAL FOTOVOLTAICA ASSU SOL 4 LTDA.,Geracao
5AS,ASSU SOL 5,CENTRAL FOTOVOLTAICA ASSU SOL 5 LTDA.,Geracao
6AS,ASSU SOL 6,CENTRAL FOTOVOLTAICA ASSU SOL 6 LTDA.,Geracao
7AS,ASSU SOL 7,CENTRAL FOTOVOLTAICA ASSU SOL 7 LTDA.,Geracao
8AS,ASSU SOL 8,CENTRAL FOTOVOLTAICA ASSU SOL 8 LTDA.,Geracao
9AS,ASSU SOL 9,CENTRAL FOTOVOLTAICA ASSU SOL 9 LTDA.,Geracao
10S,ASSU SOL 10,CENTRAL FOTOVOLTAICA ASSU SOL 10 LTDA.,Geracao
11S,ASSU SOL 11,CENTRAL FOTOVOLTAICA ASSU SOL 11 LTDA.,Geracao
13S,ASSU SOL 13,CENTRAL FOTOVOLTAICA ASSU SOL 13 LTDA.,Geracao
14S,ASSU SOL 14,CENTRAL FOTOVOLTAICA ASSU SOL 14 LTDA.,Geracao
15S,ASSU SOL 15,CENTRAL FOTOVOLTAICA ASSU SOL 15 LTDA.,Geracao
16S,ASSU SOL 16,CENTRAL FOTOVOLTAICA ASSU SOL 16 LTDA.,Geracao
12F,ASSU SOL 12,CENTRAL FOTOVOLTAICA ASSU SOL 12 LTDA.,Geracao
LUA,KROMA GESTAO,KROMA GESTAO E SERVICOS EM ENERGIA ELETRICA LTDA,Geracao
JZA,JANAUBA A,USINA DE ENERGIA FOTOVOLTAICA JANAUBA A LTDA,Geracao
JZB,JANAUBA B,USINA FOTOVOLTAICA JANAUBA B LTDA,Geracao
JZC,JANAUBA C,USINA FOTOVOLTAICA JANAUBA C LTDA,Geracao
JZD,JANAUBA D,USINA FOTOVOLTAICA JANAUBA D LTDA,Geracao
GUI,PCH RIO CLARO,HIDROELETRICA RIO CLARO LTDA.,Geracao
G5S,SERRA DO MEL VIII,Sol Serra do Mel VIII Ltda.,Geracao
2A1,ARINOS E 21,USINA FOTOVOLTAICA ARINOS E 21 LTDA.,Geracao
2A2,ARINOS E 22,USINA FOTOVOLTAICA ARINOS E 22 LTDA.,Geracao
2A3,ARINOS E 23,USINA FOTOVOLTAICA ARINOS E 23 LTDA.,Geracao
2A4,ARINOS E 24,USINA FOTOVOLTAICA ARINOS E 24 LTDA.,Geracao
NRX,NEXCERA,NEXCERA OPERACOES DE REDES ELETRICAS LTDA,Geracao
VRA,SYKUE SOLAR 1 SPE,SYKUE SOLAR 1 SPE LTDA,Geracao
LEO,SYKUE SOLAR 2 SPE,SYKUE SOLAR 2 SPE LTDA,Geracao
OGZ,SYKUE SOLAR 3 SPE,SYKUE SOLAR 3 SPE LTDA,Geracao
45R,RACRI,RACRI INDUSTRIA DE RECICLAGEM LTDA,Geracao
78P,JOSIDITH GO AJL,AGRONEGOCIO JOSIDITH LTDA,Geracao
NVO,NOVO ORIENTE I,Central Solar Novo Oriente I S.A.,Geracao
NII,NOVO ORIENTE II,Central Solar Novo Oriente II S.A.,Geracao
NIO,NOVO ORIENTE III,Central Solar Novo Oriente III S.A.,Geracao
NIV,NOVO ORIENTE IV,Central Solar Novo Oriente IV S.A.,Geracao
NRV,NOVO ORIENTE V,Central Solar Novo Oriente V S.A.,Geracao
RRO,MORRO 1,MORRO DO CRUZEIRO I S.A.,Geracao
FRL,MORRO 2,MORRO DO CRUZEIRO II S.A.,Geracao
XVI,NOVO ORIENTE VI,Central Solar Novo Oriente VI S.A.,Geracao
BO1,BOA SORTE 1,CENTRAL FOTOVOLTAICA BOA SORTE 1 SPE LTDA.,Geracao
BO2,BOA SORTE 2,"CENTRAL FOTOVOLTAICA BOA SORTE 2 SPE LTDA.,",Geracao
BO3,BOA SORTE 3,CENTRAL FOTOVOLTAICA BOA SORTE 3 SPE LTDA,Geracao
BO4,BOA SORTE 4,CENTRAL FOTOVOLTAICA BOA SORTE 4 SPE LTDA,Geracao
BO5,BOA SORTE 5,CENTRAL FOTOVOLTAICA BOA SORTE 5 SPE LTDA,Geracao
BO6,BOA SORTE 6,CENTRAL FOTOVOLTAICA BOA SORTE 6 SPE LTDA.,Geracao
BO7,BOA SORTE 7,CENTRAL FOTOVOLTAICA BOA SORTE 7 SPE LTDA.,Geracao
BO8,BOA SORTE 8,CENTRAL FOTOVOLTAICA BOA SORTE 8 SPE LTDA.,Geracao
LP2,SUPERMERCADOS BH,Supermercados BH Com�rcio de Alimentos S.A.,Geracao
ROA,BRENERGY JAIBA,BRENERGY GERACAO SOLAR JAIBA SPE LTDA,Geracao
USI,CASQUEIRA B,USINA EOLICA CASQUEIRA B LTDA,Geracao
AAC,CASQUEIRA A,USINA EOLICA CASQUEIRA A LTDA,Geracao
3A2,ARINOS C 32,USINA FOTOVOLTAICA ARINOS C 32 LTDA.,Geracao
A93,A�ucena,A�ucena Solar Energia Ltda,Geracao
218,SANTA ANA,Santa Ana Energ�tica Ltda,Geracao
S1T,S�O RAFAEL 01,VENTOS DE SANTA TARSILA ENERGIAS RENOVAVEIS S.A.,Geracao
S2D,S�O RAFAEL 02,VENTOS DE SANTA DOROTEIA ENERGIAS RENOVAVEIS S.A.,Geracao
S3B,S�O RAFAEL 03,VENTOS DE SANTA BERTILLA ENERGIAS RENOVAVEIS S.A.,Geracao
S4F,S�O RAFAEL 04,VENTOS DE SANTA FLAVIA ENERGIAS RENOVAVEIS S.A.,Geracao
S5C,S�O RAFAEL 05,VENTOS DE SANTA CRISTINA ENERGIAS RENOVAVEIS S.A.,Geracao
S6I,S�O RAFAEL 06,VENTOS DE SANTA ISABEL ENERGIAS RENOVAVEIS S.A.,Geracao
S7C,S�O RAFAEL 07,VENTOS DE SANTA CLOTILDE ENERGIAS RENOVAVEIS S.A.,Geracao
S8B,S�O RAFAEL 08,VENTOS DE SANTA BALBINA ENERGIAS RENOVAVEIS S.A.,Geracao
S9A,S�O RAFAEL 09,VENTOS DE SANTA AUREA ENERGIAS RENOVAVEIS S.A.,Geracao
S1P,S�O RAFAEL 10,VENTOS DE SANTA PRISCILA ENERGIAS RENOVAVEIS S.A.,Geracao
S1S,S�O RAFAEL 11,VENTOS DE SANTA SONIA ENERGIAS RENOVAVEIS S.A.,Geracao
PUM,UFV MERCOCHEM,MERCOCHEM AGRO INDUSTRIAL E COMERCIAL LTDA,Geracao
IGR,SAFRAS IND E COM,SAFRAS INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEIS LTDA,Geracao
CUU,UFV CLAUDINA,CENTRAL GERADORA FOTOVOLTAICA CLAUDINA DALPONTE RECALCATI LTDA,Geracao
CUE,PCH CAMPO BELO,CAMPO BELO ENERGETICA S.A.,Geracao
GUU,FWA GERACAO,FWA GERACAO ENERGIA S.A,Geracao
CCU,S�O ZACARIAS 04,VENTOS DE S�O ZACARIAS 04 ENERGIAS RENOVAVEIS S.A.,Geracao
CZ6,S�O ZACARIAS 06,VENTOS DE S�O ZACARIAS 06 ENERGIAS RENOVAVEIS S.A.,Geracao
LOU,ARAPUA I SPE,ARAPUA I SPE S.A.,Geracao
LAA,ARAPUA II SPE,ARAPUA II SPE S.A.,Geracao
SOC,ARAPUA III SPE,ARAPUA III SPE S.A.,Geracao
VYU,ARAPUA IV SPE,ARAPUA IV SPE S.A.,Geracao
MUU,ARAPUA V SPE,ARAPUA V SPE S/A,Geracao
MLL,ARAPUA VI SPE,ARAPUA VI SPE S/A,Geracao
FGG,ARAPUA VII SPE,ARAPUA VII SPE S/A,Geracao
CCM,ARAPUA VIII SPE,ARAPUA VIII SPE S/A,Geracao
GII,CGH LIMOEIRO,LIMOEIRO GERACAO DE ENERGIA LTDA,Geracao
SD9,3 TENTOS AGROIND,TR�S TENTOS AGROINDUSTRIAL S.A.,Geracao
MO3,S MARTINHO BIOENERG,BIOENERGIA S�O MARTINHO LTDA,Geracao
NUU,UFV CALC�RIO TANGAR�,CALCARIO TANGARA - INDUSTRIA E COMERCIO LTDA,Geracao
SPI,PRES JUSCELINO I,SOLAR PRESIDENTE JUSCELINO I SPE S.A,Geracao
S2P,PRES JUSCELINO II,SOLAR PRESIDENTE JUSCELINO II SPE S.A,Geracao
FOO,ELETRAM,ELETRAM - ELETRICIDADE DA AMAZONIA LTDA,Geracao
RA8,RIO ALTO STL VIII,RIO ALTO UFV STL VIII SPE S/A,Geracao
RA9,RIO ALTO STL IX,RIO ALTO UFV STL IX SPE S/A,Geracao
RAX,RIO ALTO STL X,RIO ALTO UFV STL X SPE LTDA,Geracao
XRI,RIO ALTO STL XI,RIO ALTO UFV STL XI SPE LTDA,Geracao
P12,RIO ALTO STL XII,RIO ALTO UFV STL XII SPE LTDA,Geracao
P13,RIO ALTO STL XIII,RIO ALTO UFV STL XIII SPE LTDA,Geracao
P14,RIO ALTO STL XIV,RIO ALTO UFV STL XIV SPE LTDA,Geracao
P15,RIO ALTO STL XV,RIO ALTO STL XV GERACAO DE ENERGIA SPE LTDA,Geracao
P16,RIO ALTO STL XVI,RIO ALTO STL XVI GERACAO DE ENERGIA SPE LTDA,Geracao
P17,RIO ALTO STL XVII,RIO ALTO STL XVII GERACAO DE ENERGIA SPE LTDA,Geracao
P18,RIO ALTO STL XVIII,RIO ALTO STL XVIII GERACAO DE ENERGIA SPE LTDA,Geracao
P19,RIO ALTO STL XIX,RIO ALTO STL XIX GERACAO DE ENERGIA SPE LTDA,Geracao
P20,RIO ALTO STL XX,RIO ALTO STL XX GERACAO DE ENERGIA SPE LTDA,Geracao
P21,RIO ALTO STL XXI,RIO ALTO STL XXI GERACAO DE ENERGIA SPE LTDA,Geracao
VCZ,S�O ZACARIAS 01,VENTOS DE S�O ZACARIAS 01 ENERGIAS RENOVAVEIS S.A.,Geracao
SZ2,S�O ZACARIAS 02,VENTOS DE SAO ZACARIAS 02 ENERGIAS RENOVAVEIS S.A.,Geracao
V3Z,S�O ZACARIAS 03,VENTOS DE S�O ZACARIAS 03 ENERGIAS RENOVAVEIS S.A.,Geracao
5SZ,S�O ZACARIAS 05,VENTOS DE S�O ZACARIAS 05 ENERGIAS RENOVAVEIS S.A.,Geracao
7VZ,S�O ZACARIAS 07,VENTOS DE S�O ZACARIAS 07 ENERGIAS RENOVAVEIS S.A.,Geracao
VZ8,S�O ZACARIAS 08,VENTOS DE S�O ZACARIAS 08 ENERGIAS RENOVAVEIS S.A.,Geracao
SZ9,S�O ZACARIAS 09,VENTOS DE S�O ZACARIAS 09 ENERGIAS RENOVAVEIS S.A.,Geracao
SZ0,S�O ZACARIAS 10,VENTOS DE S�O ZACARIAS 10 ENERGIAS RENOVAVEIS S.A.,Geracao
5SG,UFV PECVAL,Pecval Industria Ltda.,Geracao
BCR,BOCA DO RIACHO,COMPLEXO FOTOVOLTAICO BOCA DO RIACHO SPE S/A,Geracao
MUI,MURION I SOLAR,MURION I SOLAR ENERGIA LTDA.,Geracao
O77,UTE VALORGAS,VALORGAS ENERGIA CATANDUVA SPE LTDA,Geracao
FFU,BOA HORA 4,BOA HORA 4 GERADORA DE ENERGIA SOLAR S.A.,Geracao
GAC,FIRMINOPOLIS,ON FIRMINOPOLIS GERACAO DE ENERGIA SPE LTDA,Geracao
FFC,LAMINADOS MOCELIN,LAMINADOS MOCELIN LTDA,Geracao
GRN,GRA�NA,Gra�na Geradora de Energia ltda,Geracao
TXP,RAFITEC FABRICA 03,RAFITEC S/A INDUSTRIA E COMERCIO DE SACARIAS,Geracao
NL1,NOVO LAPA 01,ENEL GREEN POWER NOVO LAPA 01 S.A.,Geracao
NL2,NOVO LAPA 02,ENEL GREEN POWER NOVO LAPA 02 S.A.,Geracao
NL3,NOVO LAPA 03,ENEL GREEN POWER NOVO LAPA 03 S.A.,Geracao
NL4,NOVO LAPA 04,ENEL GREEN POWER NOVO LAPA 04 S.A.,Geracao
NL5,NOVO LAPA 05,ENEL GREEN POWER NOVO LAPA 05 S.A.,Geracao
NL6,NOVO LAPA 06,ENEL GREEN POWER NOVO LAPA 06 S.A.,Geracao
NL7,NOVO LAPA 07,ENEL GREEN POWER NOVO LAPA 07 S.A.,Geracao
NL8,NOVO LAPA 08,ENEL GREEN POWER NOVO LAPA 08 S.A.,Geracao
JXJ,SPE OLHO DO SOL,COMPLEXO FOTOVOLTAICO OLHO DO SOL SPE LTDA.,Geracao
K8I,SOLAR NORDESTE,Solar do Nordeste Energia Renov�vel Ltda,Geracao
391,CARNAUBA SOLAR I,COMPLEXO FOTOVOLTAICO CARNAUBA SOLAR SPE LTDA,Geracao
C39,CARNAUBA SOLAR II,COMPLEXO FOTOVOLTAICO CARNAUBA SOLAR II SPE LTDA,Geracao
C82,CARNAUBA SOLAR III,COMPLEXO FOTOVOLTAICO CARNAUBA SOLAR III SPE LTDA,Geracao
C73,CARNAUBA SOLAR IV,COMPLEXO FOTOVOLTAICO CARNAUBA SOLAR IV SPE LTDA,Geracao
C51,CARNAUBA SOLAR V,COMPLEXO FOTOVOLTAICO CARNAUBA SOLAR V SPE LTDA,Geracao
C88,CARNAUBA SOLAR VI,COMPLEXO FOTOVOLTAICO CARNAUBA SOLAR VI SPE LTDA,Geracao
C09,CARNAUBA SOLAR VII,COMPLEXO FOTOVOLTAICO CARNAUBA SOLAR VII SPE LTDA,Geracao
778,CARNAUBA SOLAR VIII,COMPLEXO FOTOVOLTAICO CARNAUBA SOLAR VIII SPE LTDA,Geracao
706,CARNAUBA SOLAR IX,COMPLEXO FOTOVOLTAICO CARNAUBA SOLAR IX SPE LTDA,Geracao
IS1,IRECE SOLAR 1,SOLAR IRECE 1 SIR1 LTDA,Geracao
IS2,IRECE SOLAR 2,SOLAR IRECE 2 SIR2 LTDA,Geracao
IS4,IRECE SOLAR 4,SOLAR IRECE 4 S.A,Geracao
IS5,IRECE SOLAR 5,SOLAR IRECE 5 S.A.,Geracao
RES,RUSSAS ENERGIA SOLAR,RUSSAS ENERGIA SOLAR SPE LTDA,Geracao
BUN,CGH �GUA CLARA,USINA ELETRICA DO PRATA S/A,Geracao
RAU,SOLAR DE ACARAU,SOLAR DE ACARAU GERADORA DE ENERGIA LTDA,Geracao
MII,MILLENNIUM WIND II,MILLENNIUM WIND II PARTICIPACOES LTDA.,Geracao
WCT,CHERTA,CHERTA - INDUSTRIA DE ALIMENTOS LTDA,Geracao
ABC,GALP ENERGIA BRASIL,GALP ENERGIA BRASIL S.A.,Geracao
ME1,MIL ENERGIA,MIL ENERGIA RENOVAVEL LTDA,Geracao
XFY,UFV APE BRASAO,BRASAO OESTE LTDA,Geracao
GFH,KAIROS WIND 1,KAIROS WIND 1 ENERGIA S.A.,Geracao
JHG,KAIROS WIND 2,KAIROS WIND 2 ENERGIA S.A.,Geracao
XMI,KAIROS WIND 6,KAIROS WIND 6 ENERGIA S.A.,Geracao
TO7,UFV DE TONI,METALURGICA DETONI LTDA,Geracao
LZI,SOLAR LUZEIRO I,SOLAR LUZEIRO I S.A.,Geracao
LII,SOLAR LUZEIRO II,SOLAR LUZEIRO II S.A.,Geracao
L03,SOLAR LUZEIRO III,SOLAR LUZEIRO III S.A.,Geracao
L04,SOLAR LUZEIRO IV,SOLAR LUZEIRO IV S.A.,Geracao
L05,SOLAR LUZEIRO V,SOLAR LUZEIRO V S.A.,Geracao
L06,SOLAR LUZEIRO VI,SOLAR LUZEIRO VI S.A.,Geracao
SLX,VENT SANTO ALEXANDRE,VENTOS DE SANTO ALEXANDRE ENERGIAS RENOVAVEIS S.A.,Geracao
VSN,VENT S�O NICEFORO,VENTOS DE SAO NICEFORO ENERGIAS RENOVAVEIS S.A.,Geracao
VGE,VENT SANTO AGAPITO,VENTOS DE SANTO AGAPITO I ENERGIAS RENOVAVEIS S.A.,Geracao
VSI,VENT SANTO ILDEFONSO,VENTOS DE SANTO ILDEFONSO ENERGIAS RENOVAVEIS S.A.,Geracao
SIO,VENT SANTO INOC�NCIO,VENTOS DE SANTO INOCENCIO ENERGIAS RENOVAVEIS S.A.,Geracao
SVT,VENT S�O SILVESTRE,VENTOS DE SAO SILVESTRE ENERGIAS RENOVAVEIS S.A.,Geracao
KVT,VENT S�O TORQUATO,VENTOS DE SAO TORQUATO ENERGIAS RENOVAVEIS S.A.,Geracao
DIQ,UHE JURUENA,UHE JURUENA LTDA,Geracao
TB0,TIMBAUBA,COMPLEXO FOTOVOLTAICO TIMBAUBA SPE LTDA,Geracao
FFD,BOA HORA 5,BOA HORA 5 GERADORA DE ENERGIA SOLAR S.A.,Geracao
FFV,BOA HORA 6,BOA HORA 6 GERADORA DE ENERGIA SOLAR S.A.,Geracao
PRX,PEROXIDOS,PEROXIDOS DO BRASIL LTDA,Geracao
3DT,UFV APE 36 NORTE,36 NORTE FRIGORIFICO E AGRONEGOCIOS LTDA,Geracao
FOS,S�O PATRICIO,FOTONS DE SAO PATRICIO ENERGIAS RENOVAVEIS S/A,Geracao
74O,SERRA DA PALMEIRA 23,SERRA DA PALMEIRA ENERGIA 23 LTDA,Geracao
GGM,SERRA DA PALMEIRA 01,SERRA DA PALMEIRA ENERGIA 1 LTDA,Geracao
GGN,SERRA DA PALMEIRA 02,SERRA DA PALMEIRA ENERGIA 2 LTDA,Geracao
VGG,SERRA DA PALMEIRA 03,SERRA DA PALMEIRA ENERGIA 3 LTDA,Geracao
VVH,SERRA DA PALMEIRA 04,SERRA DA PALMEIRA ENERGIA 4 LTDA,Geracao
VVF,SERRA DA PALMEIRA 05,SERRA DA PALMEIRA ENERGIA 5 LTDA,Geracao
90I,SERRA DA PALMEIRA 22,SERRA DA PALMEIRA ENERGIA 22 LTDA,Geracao
VVD,SERRA DA PALMEIRA 06,SERRA DA PALMEIRA ENERGIA 6 LTDA,Geracao
LLZ,SERRA DA PALMEIRA 07,SERRA DA PALMEIRA ENERGIA 7 LTDA,Geracao
QQM,SERRA DA PALMEIRA 08,SERRA DA PALMEIRA ENERGIA 8 LTDA,Geracao
HMM,SERRA DA PALMEIRA 09,SERRA DA PALMEIRA ENERGIA 9 LTDA.,Geracao
HHN,SERRA DA PALMEIRA 10,SERRA DA PALMEIRA ENERGIA 10 LTDA.,Geracao
HHB,SERRA DA PALMEIRA 11,SERRA DA PALMEIRA ENERGIA 11 LTDA.,Geracao
HHZ,SERRA DA PALMEIRA 12,SERRA DA PALMEIRA ENERGIA 12 LTDA.,Geracao
HHX,SERRA DA PALMEIRA 13,SERRA DA PALMEIRA ENERGIA 13 LTDA,Geracao
HHV,SERRA DA PALMEIRA 14,SERRA DA PALMEIRA ENERGIA 14 LTDA,Geracao
HHU,SERRA DA PALMEIRA 15,SERRA DA PALMEIRA ENERGIA 15 LTDA,Geracao
HHO,SERRA DA PALMEIRA 16,SERRA DA PALMEIRA ENERGIA 16 LTDA,Geracao
LLH,SERRA DA PALMEIRA 17,SERRA DA PALMEIRA ENERGIA 17 LTDA,Geracao
PVP,SERRA DA PALMEIRA 18,SERRA DA PALMEIRA ENERGIA 18 LTDA,Geracao
BBJ,SERRA DA PALMEIRA 19,SERRA DA PALMEIRA ENERGIA 19 LTDA,Geracao
NNG,SERRA DA PALMEIRA 20,SERRA DA PALMEIRA ENERGIA 20 LTDA,Geracao
OOM,SERRA DA PALMEIRA 21,SERRA DA PALMEIRA ENERGIA 21 LTDA,Geracao
OOZ,SERRA DO SERIDO X,PARQUE EOLICO SERRA DO SERIDO X S.A.,Geracao
OOX,SERRA DO SERIDO XI,PARQUE EOLICO SERRA DO SERIDO XI S.A,Geracao
OOV,SERRA DO SERIDO XII,PARQUE EOLICO SERRA DO SERIDO XII S.A,Geracao
OOL,SERRA DO SERIDO XIV,PARQUE EOLICO SERRA DO SERIDO XIV S.A.,Geracao
OOG,SERRA DO SERIDO XVI,PARQUE EOLICO SERRA DO SERIDO XVI S.A.,Geracao
OOF,SERRA DO SERIDO XVII,PARQUE EOLICO SERRA DO SERIDO XVII S.A.,Geracao
OOA,PCH CAPIVARI,SOCIEDADE URBANO CERBRANORTE - GERACAO DE ENERGIA ELETRICA SPE,Geracao
FOF,PCH ALTA FLORESTA,ELETRON ELETRICIDADE DE RONDONIA S/A,Geracao
VPV,CYMI RENOVAVEIS,CYMI RENOVAVEIS S.A.,Geracao
JAM,AMAZONENSE,Companhia Energetica Amazonense,Geracao
KCD,SERRA DAS VACAS IX,EOLICA SERRA DAS VACAS IX S.A,Geracao
KXX,SERRA DAS VACAS HIII,EOLICA SERRA DAS VACAS HOLDING III S.A.,Geracao
PXO,AURORA ZANETTI,COMPLEXO EOLICO AURORA ZANETTI LTDA,Geracao
GVN,SERIEMAS,USINA DE ENERGIA FOTOVOLTAICA SERIEMAS SPE LTDA,Geracao
XSS,TERMOPERNAMBUCO FL,TERMOPERNAMBUCO S/A,Geracao
C87,CSN CIMENTOS BR,CSN CIMENTOS BRASIL S.A.,Geracao
C3I,MINERIOS NACIONAL,MINERIOS NACIONAL S.A.,Geracao
GTG,DELLA COLETTA,DELLA COLETTA BIOENERGIA S/A,Geracao
GDN,COLOMBO BIOENERGIA 4,COLOMBO BIOENERGIA S.A. UTE 4,Geracao
814,CTG GARIBALDI,Rio Canoas Energia SA,Geracao
APS,AZALEA,AZALEA PARTICIPA��ES SA,Geracao
DD3,PCH FORTALEZA,FORTALEZA ENERGIA LTDA,Geracao
JK1,CAUCAIA SOLAR I,CAUCAIA SOLAR I PROJETOS DE ENERGIA FOTOVOLTAICA SPE LTDA,Geracao
MM6,AMITEC, AMITEC INDUSTRIA E COM DE AMIDOS LTDA,Geracao
AXY,AZULAO,AZULAO GERACAO DE ENERGIA S.A.,Geracao
FSC,UFV SAO FRANCISCO,UFV SAO FRANCISCO PARTICIPACOES LTDA,Geracao
SU6,PEGORARO ENERGIA,PEGORARO ENERGIA SPE- LTDA,Geracao
D44,SOBRAL 01,SOLAR SOBRAL I SPE LTDA,Geracao
DSO,DIAMANTE SOL,CENTRAL GERADORA FOTOVOLTAICA DIAMANTE SOL LTDA,Geracao
F47,SOBRAL 02,SOLAR SOBRAL II SPE LTDA,Geracao
D01,SOBRAL 03,SOLAR SOBRAL III SPE LTDA,Geracao
H22,SOBRAL 04,SOLAR SOBRAL IV SPE LTDA,Geracao
D48,SOBRAL 05,SOLAR SOBRAL V SPE LTDA,Geracao
N45,SOBRAL 06,SOLAR SOBRAL VI SPE LTDA,Geracao
O21,SOBRAL 07,SOLAR SOBRAL VII SPE LTDA,Geracao
B54,SOBRAL 08,SOLAR SOBRAL VIII SPE LTDA,Geracao
V43,SOBRAL 09,SOLAR SOBRAL IX SPE LTDA,Geracao
A41,SOBRAL 10,SOLAR SOBRAL X SPE LTDA,Geracao
U25,SOBRAL 11,SOLAR SOBRAL XI SPE LTDA,Geracao
G74,SOBRAL 12,SOLAR SOBRAL XII SPE LTDA,Geracao
L52,SOBRAL 13,SOLAR SOBRAL XIII SPE LTDA,Geracao
R74,SOBRAL 14,SOLAR SOBRAL XIV SPE LTDA,Geracao
C41,SOBRAL 15,SOLAR SOBRAL XV SPE LTDA,Geracao
T73,SOBRAL 16,SOLAR SOBRAL XVI SPE LTDA,Geracao
B96,SOBRAL 17,SOLAR SOBRAL XVII SPE LTDA,Geracao
N42,SOBRAL 18,SOLAR SOBRAL XVIII SPE LTDA,Geracao
V36,SOBRAL 19,SOLAR SOBRAL XIX SPE LTDA,Geracao
O44,SOBRAL 20,SOLAR SOBRAL XX SPE LTDA,Geracao
H52,SOBRAL 21,SOLAR SOBRAL XXI SPE LTDA,Geracao
C64,ACACIA SOLAR,ACACIA SOLAR ENERGIA LTDA,Geracao
GGH,SANTA ESPERAN�A  01,ENEL GREEN POWER VENTOS DE SANTA ESPERAN�A 1 S.A.,Geracao
W93,SANTA ESPERAN�A 03,ENEL GREEN POWER VENTOS DE SANTA ESPERAN�A 3 S.A.,Geracao
Q9U,SANTA ESPERAN�A 07,ENEL GREEN POWER VENTOS DE SANTA ESPERAN�A 7 S.A.,Geracao
P83,VENTOS DE S�O CIRILO,VENTOS DE S�O CIRILO ENERGIAS RENOVAVEIS S.A,Geracao
CSU,CERRADO SOLAR,CERRADO SOLAR ENERGIA LTDA,Geracao
OD5,SERENA CHUI I,SERENA CHUI I ENERGIA SA,Geracao
D77,OMEGA,OMEGA DESENVOLVIMENTO DE ENERGIA 15 S.A.,Geracao
H33,SABAO GUARANI,INDUSTRIA E COMERCIO DE SABAO GUARANI LTDA,Geracao
LGI,LAGOINHA I,LAGOINHA ENERGIA SPE I LTDA,Geracao
L2G,LAGOINHA II,LAGOINHA ENERGIA SPE II LTDA,Geracao
L3G,LAGOINHA III,LAGOINHA ENERGIA SPE III LTDA,Geracao
L4G,LAGOINHA IV,LAGOINHA ENERGIA SPE IV LTDA,Geracao
F43,INFINITY SOLAR,INFINITY SOLAR ENERGIA LTDA,Geracao
DAS,BARREIRAS XXI,SERTAO SOLAR BARREIRAS XXI S.A.,Geracao
HHG,BARREIRAS XX,SERTAO SOLAR BARREIRAS XX S.A.,Geracao
FDH,BARREIRAS XIX,SERTAO SOLAR BARREIRAS XIX S.A.,Geracao
DSD,BARREIRAS XVIII,SERTAO SOLAR BARREIRAS XVIII S.A.,Geracao
HJK,BARREIRAS XVI,SERTAO SOLAR BARREIRAS XVI S.A.,Geracao
4JH,BARREIRAS XV,SERTAO SOLAR BARREIRAS XV S.A.,Geracao
O42,HUMAITA SOLAR,HUMAITA SOLAR EMPREENDIMENTOS E PARTICIPACOES LTDA,Geracao
IXV,VISTA ALEGRE XVII,VISTA ALEGRE XVII ENERGIA SPE LTDA,Geracao
PPL,BARREIRAS XVII,Sert�o Solar Barreiras XVII S.A.,Geracao
IJ1,INFINITO JANAUBA I,UFV INFINITO JANAUBA I SPE LTDA,Geracao
IJ2,INFINITO JANAUBA II,UFV INFINITO JANAUBA II SPE LTDA,Geracao
IJ3,INFINITO JANAUBA III,UFV INFINITO JANAUBA III SPE LTDA,Geracao
IJ4,INFINITO JANAUBA IV,UFV INFINITO JANAUBA IV SPE LTDA,Geracao
IJ5,INFINITO JANAUBA V,UFV INFINITO JANAUBA V SPE LTDA,Geracao
IJ6,INFINITO JANAUBA VI,UFV INFINITO JANAUBA VI SPE LTDA,Geracao
IJ7,INFINITO JANAUBA VII,UFV INFINITO JANAUBA VII SPE LTDA,Geracao
IJ8,INFINITO JANAUBAVIII,UFV INFINITO JANAUBA VIII SPE LTDA,Geracao
AW1,ARINOS SOLAR I,ARINOS SOLAR I S.A.,Geracao
AQ2,ARINOS SOLAR II,ARINOS SOLAR II S.A.,Geracao
AQ3,ARINOS SOLAR III,ARINOS SOLAR III S.A.,Geracao
AQ4,ARINOS SOLAR IV,ARINOS SOLAR IV S.A.,Geracao
AQ5,ARINOS SOLAR V,ARINOS SOLAR V S.A.,Geracao
AQ6,ARINOS SOLAR VI,ARINOS SOLAR VI S.A.,Geracao
AQ7,ARINOS SOLAR VII,ARINOS SOLAR VII S.A.,Geracao
AQ8,ARINOS SOLAR VIII,ARINOS SOLAR VIII S.A.,Geracao
AZW,SOL DO AGRESTE,SOL DO AGRESTE GERACAO DE ENERGIA LTDA,Geracao
B77,HELIO VALGAS I,GERADORA SOLAR HELIO VALGAS I S.A.,Geracao
B62,HELIO VALGAS II,GERADORA SOLAR HELIO VALGAS II S.A.,Geracao
B55,HELIO VALGAS III,GERADORA SOLAR HELIO VALGAS III S.A.,Geracao
B66,HELIO VALGAS IV,GERADORA SOLAR HELIO VALGAS IV S.A.,Geracao
B44,HELIO VALGAS V,GERADORA SOLAR HELIO VALGAS V S.A.,Geracao
